Date,Open,High,Low,Close,Adj Close,Volume
2022-09-20,127.129997,127.190002,125.089996,126.070000,120.476387,1136600
2022-09-21,126.699997,126.790001,124.910004,124.970001,119.425201,1318000
2022-09-22,125.400002,126.309998,123.900002,124.029999,118.526901,854300
2022-09-23,122.750000,122.970001,120.279999,121.489998,116.099602,2351700
2022-09-26,120.940002,122.830002,120.919998,122.230003,116.806770,1178400
2022-09-27,122.949997,122.959999,120.370003,120.669998,115.315971,1628800
2022-09-28,120.000000,123.709999,119.570000,123.220001,117.752846,2103700
2022-09-29,122.070000,122.099998,120.160004,121.250000,115.870255,1870500
2022-09-30,121.489998,123.220001,120.680000,121.070000,115.698242,1962400
2022-10-03,121.680000,123.889999,121.070000,123.209999,117.743279,1251800
2022-10-04,124.320000,126.000000,124.309998,125.290001,119.730995,1722800
2022-10-05,124.080002,124.930000,123.400002,124.730003,119.195847,1730800
2022-10-06,124.430000,124.500000,120.790001,121.169998,115.793793,2014700
2022-10-07,120.250000,120.379997,117.500000,117.949997,112.716667,1913800
2022-10-11,117.000000,117.099998,114.620003,114.860001,109.763763,3169500
2022-10-12,114.900002,117.000000,114.430000,116.209999,111.053864,1611500
2022-10-13,114.730003,120.379997,113.730003,119.599998,114.293457,3285100
2022-10-14,120.610001,121.589996,119.190002,119.370003,114.073662,1871100
2022-10-17,121.099998,122.660004,121.010002,121.940002,116.529625,1592000
2022-10-18,124.099998,124.599998,122.699997,123.239998,117.771957,1681200
2022-10-19,122.790001,122.800003,120.239998,120.919998,115.554893,1712500
2022-10-20,120.900002,121.970001,119.910004,120.279999,114.943283,1289100
2022-10-21,120.080002,122.739998,119.910004,122.559998,117.122116,1370100
2022-10-24,123.269997,123.849998,122.629997,123.290001,117.819733,3648800
2022-10-25,122.430000,124.760002,122.160004,124.589996,119.062057,6721000
2022-10-26,124.160004,127.739998,124.080002,126.070000,120.476387,3786600
2022-10-27,126.750000,127.459999,125.790001,126.339996,120.734406,5341500
2022-10-28,126.660004,128.059998,126.449997,127.800003,122.129631,1831600
2022-10-31,126.010002,127.129997,125.269997,125.489998,121.240776,3863100
2022-11-01,126.309998,126.669998,124.980003,125.269997,121.028229,5532100
2022-11-02,125.199997,126.750000,124.540001,124.860001,120.632111,3221500
2022-11-03,123.669998,125.110001,123.370003,124.470001,120.255318,2576100
2022-11-04,126.000000,126.949997,125.400002,126.870003,122.574059,1539500
2022-11-07,127.389999,128.399994,127.199997,127.779999,123.453232,3319300
2022-11-08,128.000000,129.059998,127.930000,128.559998,124.206825,1318700
2022-11-09,127.660004,127.879997,126.610001,126.730003,122.438797,1735000
2022-11-10,129.000000,132.110001,128.729996,131.419998,126.969986,6013400
2022-11-11,131.770004,133.979996,131.149994,132.830002,128.332245,1598100
2022-11-14,132.770004,133.160004,132.110001,132.160004,127.684937,3389100
2022-11-15,133.220001,133.470001,131.669998,132.300003,127.820183,967500
2022-11-16,132.240005,132.429993,130.699997,131.740005,127.279152,1339900
2022-11-17,130.500000,131.399994,130.020004,131.229996,126.786415,1050000
2022-11-18,132.000000,132.580002,131.750000,132.270004,127.791214,1616800
2022-11-21,132.089996,132.690002,130.809998,131.089996,126.651161,1813700
2022-11-22,131.190002,132.449997,131.070007,131.990005,127.520683,1533000
2022-11-23,131.789993,133.139999,131.789993,132.720001,128.225952,1981900
2022-11-24,132.720001,133.589996,132.149994,132.369995,127.887817,852300
2022-11-25,132.710007,133.369995,131.929993,132.119995,127.646278,1612100
2022-11-28,131.690002,132.580002,129.699997,130.029999,125.627045,2421900
2022-11-29,130.289993,130.770004,129.429993,130.539993,126.119774,1817500
2022-11-30,129.550003,131.669998,129.500000,131.380005,126.931335,2626000
2022-12-01,131.179993,133.240005,129.399994,133.000000,128.496490,1727800
2022-12-02,131.949997,134.690002,131.740005,134.380005,129.829773,2535800
2022-12-05,133.529999,134.580002,132.169998,133.009995,128.506134,1368100
2022-12-06,132.600006,132.679993,128.429993,129.110001,124.738205,2572300
2022-12-07,128.940002,130.309998,128.369995,128.539993,124.187500,1521100
2022-12-08,128.899994,129.240005,125.019997,125.720001,121.462997,2066800
2022-12-09,125.449997,126.680000,125.180000,126.160004,121.888100,1897800
2022-12-12,125.089996,125.610001,123.639999,125.129997,120.892967,1770900
2022-12-13,122.000000,125.199997,121.989998,122.889999,118.728821,3542100
2022-12-14,122.599998,124.089996,121.820000,122.309998,118.168465,1559100
2022-12-15,121.070000,122.080002,120.080002,120.750000,116.661285,2053100
2022-12-16,119.959999,121.160004,119.800003,120.629997,116.545341,5149500
2022-12-19,120.779999,121.809998,119.519997,120.089996,116.023628,2572500
2022-12-20,120.709999,122.290001,120.580002,121.680000,117.559792,2141400
2022-12-21,122.779999,124.059998,122.669998,123.110001,118.941376,1803600
2022-12-22,122.750000,122.930000,121.029999,122.089996,117.955902,1158300
2022-12-23,122.190002,122.769997,121.580002,122.690002,118.535591,2579100
2022-12-28,122.779999,123.290001,121.650002,122.010002,117.878624,1296200
2022-12-29,122.559998,123.660004,122.440002,123.449997,119.269859,2238800
2022-12-30,122.849998,123.559998,122.230003,122.660004,118.506607,706600
2023-01-03,124.019997,124.779999,123.239998,124.459999,120.245659,1900700
2023-01-04,125.080002,127.059998,124.959999,126.220001,121.946060,1661200
2023-01-05,125.610001,126.110001,124.779999,125.989998,121.723846,1394100
2023-01-06,126.510002,128.000000,126.000000,127.870003,123.540192,1761900
2023-01-09,128.330002,128.679993,127.370003,127.720001,123.395271,2016600
2023-01-10,127.709999,128.100006,127.290001,127.650002,123.327637,2099800
2023-01-11,128.039993,129.250000,128.039993,129.020004,124.651260,4322300
2023-01-12,129.479996,130.320007,128.649994,130.000000,125.598076,2863500
2023-01-13,129.199997,131.309998,129.089996,131.179993,126.738106,2996900
2023-01-16,130.990005,132.240005,130.570007,131.750000,127.288811,417200
2023-01-17,131.820007,132.190002,131.009995,132.009995,127.540009,2559900
2023-01-18,132.009995,133.190002,131.250000,131.330002,126.883026,2037800
2023-01-19,130.669998,131.449997,129.830002,131.360001,126.912010,1719000
2023-01-20,131.350006,132.440002,130.589996,132.289993,127.810524,2289800
2023-01-23,132.630005,133.669998,132.029999,133.229996,128.718689,1338400
2023-01-24,133.000000,133.660004,132.500000,133.259995,128.747681,2612000
2023-01-25,132.669998,133.630005,132.580002,133.479996,128.960220,2207000
2023-01-26,133.869995,135.330002,133.350006,135.240005,130.660629,5316900
2023-01-27,133.800003,134.039993,133.080002,133.559998,130.416519,4043000
2023-01-30,133.050003,133.440002,132.399994,132.570007,129.449829,2735000
2023-01-31,133.240005,134.029999,131.550003,133.899994,130.748505,4625700
2023-02-01,134.470001,134.470001,132.750000,133.779999,130.631348,4050700
2023-02-02,134.000000,134.669998,133.529999,133.600006,130.455582,2013800
2023-02-03,133.490005,135.289993,133.460007,134.880005,131.705460,1872200
2023-02-06,134.389999,135.490005,133.779999,135.460007,132.271805,2211600
2023-02-07,135.399994,137.149994,134.919998,136.679993,133.463074,1826200
2023-02-08,136.110001,137.419998,136.089996,136.649994,133.433792,882500
2023-02-09,137.389999,137.639999,135.520004,135.869995,132.672134,1512200
2023-02-10,135.110001,135.619995,134.699997,135.410004,132.222992,2511500
2023-02-13,135.389999,136.080002,135.039993,135.470001,132.281570,3592200
2023-02-14,135.339996,135.660004,134.270004,135.210007,132.027695,1389400
2023-02-15,134.589996,135.160004,134.449997,135.020004,131.842163,876600
2023-02-16,134.500000,135.720001,134.500000,135.110001,131.930038,1209300
2023-02-17,134.690002,135.460007,134.419998,135.179993,131.998383,1086700
2023-02-21,134.500000,134.610001,132.100006,132.339996,129.225235,2753300
2023-02-22,131.919998,132.380005,130.509995,131.289993,128.199951,2208900
2023-02-23,132.009995,132.139999,130.100006,130.389999,127.321129,2547800
2023-02-24,129.750000,131.009995,129.100006,130.880005,127.799606,1723700
2023-02-27,131.580002,132.160004,130.710007,130.820007,127.741020,1808900
2023-02-28,130.240005,130.380005,128.059998,129.320007,126.276321,3166600
2023-03-01,128.979996,130.559998,128.880005,130.470001,127.399254,2268100
2023-03-02,129.690002,129.820007,127.519997,128.679993,125.651367,1350900
2023-03-03,129.270004,131.050003,129.259995,130.710007,127.633598,1286400
2023-03-06,130.889999,131.720001,130.300003,130.619995,127.545715,1336800
2023-03-07,130.449997,130.570007,127.360001,127.919998,124.909264,1837400
2023-03-08,127.800003,128.800003,127.190002,127.379997,124.381973,1519100
2023-03-09,127.000000,127.160004,124.900002,125.419998,122.468102,1759300
2023-03-10,124.339996,124.360001,121.739998,122.099998,119.226242,2669200
2023-03-13,119.500000,120.199997,115.400002,119.629997,116.814377,4074100
2023-03-14,121.900002,122.309998,119.919998,120.459999,117.624840,2150200
2023-03-15,117.680000,118.620003,116.430000,118.260002,115.476624,3819900
2023-03-16,117.360001,120.800003,116.550003,119.459999,116.648376,1624800
2023-03-17,118.620003,118.680000,116.839996,117.070000,114.314636,4638000
2023-03-20,117.540001,118.639999,116.690002,117.160004,114.402519,2510900
2023-03-21,118.989998,119.790001,118.510002,118.830002,116.033211,1484800
2023-03-22,119.080002,119.680000,117.529999,117.559998,114.793098,1486600
2023-03-23,117.930000,118.669998,115.620003,115.790001,113.064758,2447800
2023-03-24,114.970001,116.169998,113.470001,116.010002,113.279587,2316800
2023-03-27,117.550003,118.089996,116.660004,117.150002,114.392754,1941400
2023-03-28,117.040001,117.639999,116.550003,117.199997,114.441574,1835900
2023-03-29,118.089996,119.230003,118.089996,119.059998,116.257797,2736600
2023-03-30,119.769997,120.620003,119.070000,119.440002,116.628853,1581700
2023-03-31,119.879997,120.510002,119.489998,120.379997,117.546722,1630500
2023-04-03,121.449997,121.680000,120.510002,121.519997,118.659889,1781300
2023-04-04,122.139999,122.639999,118.699997,120.080002,117.253784,2160200
2023-04-05,119.410004,119.610001,118.510002,119.500000,116.687439,3205000
2023-04-06,119.239998,119.690002,118.610001,119.519997,116.706970,2452100
2023-04-10,119.250000,120.610001,119.040001,120.540001,117.702965,2702200
2023-04-11,120.580002,121.239998,120.379997,120.470001,117.634605,3164400
2023-04-12,121.099998,121.809998,120.870003,121.019997,118.171661,1927800
2023-04-13,121.010002,121.370003,120.540001,121.230003,118.376724,2046900
2023-04-14,122.239998,122.650002,121.510002,121.580002,118.718483,1366200
2023-04-17,121.550003,122.910004,121.250000,122.900002,120.007416,4773200
2023-04-18,123.080002,123.889999,122.790001,123.529999,120.622589,1458900
2023-04-19,123.260002,124.059998,122.940002,123.870003,120.954590,2419200
2023-04-20,123.250000,124.269997,123.250000,123.940002,121.022942,1515700
