Date,Open,High,Low,Close,Adj Close,Volume
2022-09-20,63.820000,63.880001,62.549999,63.020000,59.361786,5543600
2022-09-21,63.369999,63.419998,62.430000,62.450001,58.824875,6927500
2022-09-22,62.700001,62.840000,61.910000,62.200001,58.589386,3694400
2022-09-23,61.540001,61.630001,60.279999,60.869999,57.336590,4420000
2022-09-26,60.570000,61.529999,60.450001,61.270000,57.713371,5189500
2022-09-27,60.930000,60.939999,59.340000,59.889999,57.188183,5971600
2022-09-28,59.889999,61.259998,59.540001,61.040001,58.286304,3354800
2022-09-29,60.669998,60.939999,59.860001,60.470001,57.742020,3328400
2022-09-30,60.610001,61.060001,60.200001,60.459999,57.732468,2321100
2022-10-03,60.700001,61.849998,60.549999,61.560001,58.782845,3546500
2022-10-04,61.959999,63.110001,61.959999,62.279999,59.470364,5155100
2022-10-05,61.700001,62.029999,60.980000,61.430000,58.658707,2471600
2022-10-06,61.220001,61.389999,59.259998,59.680000,56.987656,2552500
2022-10-07,59.259998,59.349998,58.189999,58.480000,55.841793,2516200
2022-10-11,58.000000,58.060001,55.910000,56.029999,53.502319,6300900
2022-10-12,56.000000,56.820000,55.689999,56.529999,53.979763,3735100
2022-10-13,56.000000,58.160000,55.349998,57.900002,55.287960,2451400
2022-10-14,58.240002,58.529999,57.470001,57.900002,55.287960,3789900
2022-10-17,58.709999,59.529999,58.709999,59.380001,56.701191,7237100
2022-10-18,60.380001,60.619999,59.599998,59.820000,57.121342,2523800
2022-10-19,59.490002,59.700001,58.639999,59.070000,56.405174,3784900
2022-10-20,59.040001,59.400002,58.240002,58.410000,55.774948,6580200
2022-10-21,58.340000,59.540001,58.080002,59.459999,56.777580,1394300
2022-10-24,59.820000,59.849998,59.250000,59.669998,56.978107,1951000
2022-10-25,59.380001,60.299999,59.200001,60.090000,57.379162,1194700
2022-10-26,60.139999,61.459999,59.939999,60.810001,58.066681,3083500
2022-10-27,61.099998,61.389999,60.669998,60.980000,58.229012,2138600
2022-10-28,61.150002,61.720001,60.919998,61.610001,58.830593,1617600
2022-10-31,61.529999,62.139999,61.520000,61.869999,59.078857,2011400
2022-11-01,62.400002,62.630001,61.650002,61.820000,59.031116,1003600
2022-11-02,61.740002,62.330002,61.349998,61.419998,58.649158,1514200
2022-11-03,61.029999,61.389999,60.610001,60.990002,58.238560,2605100
2022-11-04,61.639999,62.639999,61.580002,62.439999,59.623142,2007800
2022-11-07,62.919998,62.959999,62.029999,62.470001,59.651791,1860500
2022-11-08,62.470001,62.820000,62.250000,62.410000,59.594498,1122200
2022-11-09,62.259998,62.509998,61.549999,61.689999,58.906979,1754000
2022-11-10,62.849998,64.120003,62.810001,63.939999,61.055477,3311100
2022-11-11,64.190002,64.779999,63.790001,64.750000,61.828934,2667600
2022-11-14,64.720001,64.830002,64.220001,64.230003,61.332397,3435800
2022-11-15,64.680000,64.690002,62.919998,63.169998,60.320210,3179500
2022-11-16,63.130001,63.360001,62.889999,63.279999,60.425251,1692100
2022-11-17,62.759998,63.099998,62.549999,63.099998,60.253368,2496300
2022-11-18,63.500000,64.099998,63.490002,63.560001,60.692623,2299000
2022-11-21,63.540001,64.029999,63.540001,63.970001,61.084122,2243000
2022-11-22,64.000000,64.529999,64.000000,64.290001,61.389687,2136400
2022-11-23,64.389999,64.769997,64.150002,64.739998,61.819382,3309900
2022-11-24,64.779999,64.959999,64.489998,64.660004,61.742996,1787000
2022-11-25,64.699997,65.239998,64.699997,65.099998,62.163139,2153900
2022-11-28,64.809998,65.150002,64.099998,64.360001,61.456532,3310600
2022-11-29,64.480003,64.550003,63.689999,64.190002,61.294201,2469800
2022-11-30,64.089996,64.849998,63.549999,64.790001,61.867130,3159700
2022-12-01,62.750000,62.919998,59.400002,59.810001,57.111794,7211500
2022-12-02,59.000000,59.880001,58.720001,59.389999,56.710735,3332500
2022-12-05,59.400002,59.540001,58.380001,58.820000,56.166454,6032800
2022-12-06,59.000000,59.200001,58.310001,58.869999,56.214199,3639000
2022-12-07,58.740002,59.130001,58.439999,58.959999,56.300140,2527800
2022-12-08,59.049999,59.189999,57.889999,58.200001,55.574425,3112400
2022-12-09,57.900002,58.650002,57.889999,58.520000,55.879990,3360000
2022-12-12,58.060001,58.290001,56.900002,57.599998,55.001488,6955700
2022-12-13,58.080002,58.340000,56.099998,56.450001,53.903378,10116800
2022-12-14,56.549999,57.060001,56.070000,56.090000,53.559612,6790400
2022-12-15,56.000000,56.090000,55.380001,55.660000,53.149010,6386900
2022-12-16,55.279999,55.820000,55.029999,55.439999,52.938934,10617700
2022-12-19,55.450001,55.910000,54.119999,54.349998,51.898106,9621800
2022-12-20,54.689999,55.459999,54.430000,55.189999,52.700211,7003500
2022-12-21,55.790001,56.070000,55.689999,55.840000,53.320892,5232600
2022-12-22,55.750000,55.750000,54.549999,55.320000,52.824352,4737200
2022-12-23,54.639999,54.990002,54.320000,54.720001,53.066799,7674700
2022-12-28,54.709999,54.779999,53.580002,53.770000,52.145496,10236700
2022-12-29,54.000000,55.090000,53.939999,54.959999,53.299545,3435800
2022-12-30,54.750000,55.029999,54.549999,54.770000,53.115284,1455500
2023-01-03,55.240002,55.540001,54.770000,55.400002,53.726254,3282000
2023-01-04,55.549999,56.180000,55.520000,55.980000,54.288727,3508500
2023-01-05,55.669998,55.919998,55.270000,55.849998,54.162655,3055200
2023-01-06,55.970001,56.590000,55.840000,56.560001,54.851204,3330600
2023-01-09,56.590000,57.080002,56.509998,56.820000,55.103352,3029400
2023-01-10,56.700001,57.070000,56.700001,56.930000,55.210026,2598500
2023-01-11,57.049999,57.549999,56.919998,57.270000,55.539753,3681700
2023-01-12,57.500000,58.029999,57.400002,57.849998,56.102230,2615900
2023-01-13,57.500000,58.560001,57.430000,58.500000,56.732594,2603200
2023-01-16,58.490002,58.720001,58.349998,58.580002,56.810177,4106300
2023-01-17,58.570000,58.939999,58.389999,58.889999,57.110809,5685100
2023-01-18,59.000000,59.389999,58.279999,58.389999,56.625916,6124900
2023-01-19,58.049999,58.400002,57.669998,57.980000,56.228302,1949700
2023-01-20,58.049999,58.250000,57.709999,58.240002,56.480453,3504500
2023-01-23,58.250000,58.790001,57.900002,58.689999,56.916851,4490300
2023-01-24,58.540001,58.720001,58.250000,58.369999,56.606518,2269300
2023-01-25,58.250000,58.709999,58.080002,58.389999,56.625916,2333000
2023-01-26,58.520000,58.889999,58.389999,58.779999,57.004135,2346000
2023-01-27,58.880001,59.500000,58.790001,59.470001,57.673290,1976000
2023-01-30,59.200001,59.709999,59.200001,59.709999,57.906036,2029700
2023-01-31,59.820000,60.779999,59.799999,60.740002,58.904922,2940400
2023-02-01,60.810001,61.299999,60.560001,61.080002,59.234646,3629200
2023-02-02,61.320000,61.700001,61.029999,61.459999,59.603165,2285200
2023-02-03,61.689999,62.060001,61.529999,61.759998,59.894104,2221900
2023-02-06,61.779999,61.820000,61.209999,61.400002,59.544979,1883900
2023-02-07,61.360001,62.349998,61.160000,62.160000,60.282017,1979600
2023-02-08,62.000000,62.560001,61.779999,61.930000,60.058964,1889100
2023-02-09,62.139999,62.439999,61.340000,61.549999,59.690449,2129800
2023-02-10,61.330002,61.730000,61.070000,61.660000,59.797123,1704000
2023-02-13,61.630001,62.330002,61.349998,62.189999,60.311111,1785100
2023-02-14,62.139999,62.599998,61.740002,62.459999,60.572952,2198900
2023-02-15,62.230000,62.490002,62.099998,62.459999,60.572952,2133700
2023-02-16,62.279999,62.570000,62.020000,62.230000,60.349903,2343800
2023-02-17,62.200001,62.709999,61.959999,62.520000,60.631142,2372900
