Date,Open,High,Low,Close,Adj Close,Volume
2022-09-20,91.150002,91.150002,89.830002,90.330002,86.621208,3313700
2022-09-21,90.660004,90.860001,89.199997,89.230003,85.566368,2877400
2022-09-22,89.760002,89.760002,88.309998,88.629997,84.990990,1703800
2022-09-23,86.750000,87.160004,84.769997,85.730003,83.072380,3645600
2022-09-26,85.660004,86.610001,85.160004,85.949997,83.285553,7673000
2022-09-27,86.199997,86.440002,85.190002,85.529999,82.878578,1322900
2022-09-28,85.000000,87.430000,85.000000,87.110001,84.409599,922000
2022-09-29,86.639999,86.879997,85.500000,86.089996,83.421211,852400
2022-09-30,86.250000,87.480003,86.120003,86.580002,83.896027,867200
2022-10-03,87.120003,88.230003,86.500000,87.959999,85.233246,718200
2022-10-04,88.959999,90.559998,88.800003,90.330002,87.529785,2343700
2022-10-05,89.730003,90.169998,88.919998,89.489998,86.715820,1436400
2022-10-06,89.239998,89.669998,87.660004,87.699997,84.981300,1363100
2022-10-07,87.400002,87.610001,85.050003,85.330002,82.684776,1807600
2022-10-11,83.849998,84.760002,82.870003,83.120003,80.543289,2344400
2022-10-12,83.169998,84.339996,82.980003,84.070000,81.463829,1498400
2022-10-13,83.050003,86.639999,82.160004,86.529999,83.847565,1475300
2022-10-14,87.209999,87.580002,85.980003,86.089996,83.421211,1857000
2022-10-17,87.279999,88.379997,87.220001,88.309998,85.572395,3173300
2022-10-18,89.370003,89.699997,88.559998,89.139999,86.376671,937100
2022-10-19,88.709999,88.849998,87.589996,88.279999,85.543320,1638100
2022-10-20,88.330002,88.709999,87.449997,87.820000,85.097588,1260900
2022-10-21,87.690002,89.389999,87.279999,89.120003,86.357285,710900
2022-10-24,89.500000,90.360001,89.480003,89.820000,87.035583,1979500
2022-10-25,89.519997,90.889999,89.519997,90.760002,87.946449,1135500
2022-10-26,90.720001,91.379997,90.169998,90.879997,88.062729,967700
2022-10-27,91.230003,91.900002,90.440002,90.870003,88.053032,752600
2022-10-28,90.750000,92.510002,90.739998,92.199997,89.341797,805300
2022-10-31,92.040001,93.190002,92.040001,92.760002,89.884445,1044900
2022-11-01,93.699997,93.870003,92.510002,92.860001,89.981346,619600
2022-11-02,92.629997,93.220001,91.879997,92.160004,89.303055,973200
2022-11-03,91.440002,92.580002,91.209999,91.559998,88.721642,671400
2022-11-04,92.510002,93.860001,92.029999,93.809998,90.901894,1909800
2022-11-07,94.089996,94.900002,93.959999,94.709999,91.773994,709300
2022-11-08,94.940002,95.529999,94.739998,95.019997,92.074387,680700
2022-11-09,94.769997,95.150002,94.209999,94.959999,92.016243,803200
2022-11-10,96.449997,96.949997,95.500000,96.430000,93.440674,1246900
2022-11-11,96.870003,97.129997,96.139999,96.760002,93.760452,914300
2022-11-14,96.589996,96.949997,96.110001,96.139999,93.159668,570300
2022-11-15,97.120003,97.279999,96.139999,96.360001,93.372849,522000
2022-11-16,96.360001,96.540001,96.019997,96.230003,93.246880,916800
2022-11-17,95.570000,96.599998,95.550003,96.529999,93.537567,504100
2022-11-18,97.250000,97.669998,97.010002,97.389999,94.370926,988400
2022-11-21,97.320000,97.870003,97.029999,97.389999,94.370926,807400
2022-11-22,97.660004,98.730003,97.559998,98.540001,95.485268,1192200
2022-11-23,98.459999,99.160004,98.379997,99.040001,95.969772,836700
2022-11-24,99.040001,99.430000,98.919998,99.010002,95.940704,893700
2022-11-25,99.050003,99.550003,98.919998,99.129997,96.056969,341100
2022-11-28,98.639999,99.120003,96.879997,97.110001,94.099602,1498400
2022-11-29,97.110001,98.639999,96.820000,98.419998,95.368980,1101300
2022-11-30,95.620003,96.470001,94.199997,95.930000,92.956177,3366300
2022-12-01,95.889999,96.690002,95.269997,95.860001,92.888351,936600
2022-12-02,95.080002,96.199997,95.059998,95.830002,92.859276,1010200
2022-12-05,95.639999,95.760002,94.070000,94.430000,91.502670,850100
2022-12-06,94.500000,94.680000,93.300003,94.519997,91.589890,645200
2022-12-07,94.480003,95.260002,93.879997,93.959999,91.047249,1389400
2022-12-08,94.190002,94.570000,93.580002,93.690002,90.785622,3019700
2022-12-09,93.699997,95.000000,93.610001,94.959999,92.016243,771600
2022-12-12,94.809998,94.879997,93.730003,94.800003,91.861214,1587100
2022-12-13,95.500000,95.690002,93.529999,94.050003,91.134460,1823600
2022-12-14,94.050003,94.370003,93.339996,93.529999,90.630577,1308900
